,league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,previous_season_position,is_in_europe,prev_minutes_per_match_1,prev_full_matches_played_1,prev_xg_performance_1,prev_npxg_performance_1,prev_xg_per_shot_1,prev_penalty_taker_1,prev_goals_per_90_1,prev_assists_per_90_1,prev_ga_per_90_1,prev_xg_per_90_1,prev_xa_per_90_1,prev_goals_1,prev_goals_2,main_pos,position_1,position_2,position_3,position_4
657,ENG-Premier League,2223,Brighton,jack hinshelwood,1,2022,220,11269,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1217,ENG-Premier League,2324,Brighton,jack hinshelwood,1,2023,220,11269,D M S,12,890,3,2.163621000945568,3,2.163621000945568,0,0.8382504060864449,14,8,1,0,4.8760778196156025,2.707413336262107,6.0,1.0,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1785,ENG-Premier League,2425,Brighton,jack hinshelwood,1,2024,220,11269,D F M S,26,1857,5,3.2537715872749686,5,3.2537715872749686,2,1.4211199935525656,18,16,5,0,9.028865553438663,7.109155820682645,11.0,0.0,74.16666666666667,9.88888888888889,0.8363789990544319,0.8363789990544319,0.15454435721039772,0.0,0.3033707865168539,0.0,0.3033707865168539,0.2187931349270799,0.08476689499750566,3,0,3,0,0,1,0
2322,ENG-Premier League,2526,Brighton,jack hinshelwood,1,2025,220,11269,M S,3,110,0,0.0,0,0.0,0,0.0,0,0,0,0,0.02659415453672409,0.02659415453672409,5.0,0.0,71.42307692307692,20.633333333333333,1.7462284127250314,1.7462284127250314,0.1807650881819427,0.0,0.24232633279483037,0.09693053311793215,0.3392568659127625,0.1576949072992715,0.06887495929980124,5,3,2,0,1,0,0
1562,ENG-Premier League,2324,Sheffield United,jack robinson,1,2023,238,8286,D S,34,2885,1,1.5116838621906936,1,1.5116838621906936,1,1.087454216554761,14,12,10,0,3.866813466884196,2.7258199555799365,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
599,ENG-Premier League,2223,Bournemouth,jack stacey,1,2022,73,7823,D S,10,288,0,0.046877000480890274,0,0.046877000480890274,0,0.0,1,0,2,0,0.19376499950885773,0.14688799902796745,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
413,ENG-Premier League,2122,Southampton,jack stephens,1,2021,74,1735,D S,11,806,0,0.0,0,0.0,0,0.2442820966243744,0,4,3,0,1.7434164825826883,1.6893003806471825,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
600,ENG-Premier League,2223,Bournemouth,jack stephens,1,2022,73,1735,D S,17,1215,0,0.22259140014648438,0,0.22259140014648438,0,0.25881170853972435,2,3,3,0,1.8634248562157154,1.6748883500695229,21.0,0.0,73.27272727272727,8.955555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027277157191307314,0,0,1,1,0,0,0
2111,ENG-Premier League,2425,Southampton,jack stephens,1,2024,74,1735,D S,19,1418,1,0.6747798472642899,1,0.6747798472642899,0,0.2880069650709629,4,3,2,2,3.423359040170908,3.3818592466413975,21.0,0.0,71.47058823529412,13.5,-0.22259140014648438,-0.22259140014648438,0.11129570007324219,0.0,0.0,0.0,0.0,0.016488251862702547,0.019171237669609213,0,0,1,1,0,0,0
1925,ENG-Premier League,2425,Ipswich,jack taylor,1,2024,285,12754,M S,32,777,1,0.5857022814452648,1,0.5857022814452648,0,0.7670453414320946,19,5,4,0,2.7209306256845593,2.4428652273491025,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
2654,ENG-Premier League,2526,Wolverhampton Wanderers,jackson tchatchoua,1,2025,229,12113,D S,10,497,0,0.061103448271751404,0,0.061103448271751404,0,0.10093447379767895,2,5,0,0,1.6954478500410914,1.5334099046885967,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1414,ENG-Premier League,2324,Luton,jacob brown,1,2023,256,11720,F M S,19,1031,2,3.0787864811718464,2,3.0787864811718464,0,0.8424425385892391,25,8,4,0,3.890200674533844,0.4202767349779606,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
1248,ENG-Premier League,2324,Burnley,jacob bruun larsen,1,2023,92,5355,F M S,32,1272,6,5.2944221664220095,5,4.533253343775868,0,1.4546170141547918,44,25,1,0,7.313723993487656,2.519299939274788,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
2345,ENG-Premier League,2526,Burnley,jacob bruun larsen,1,2025,92,5355,M S,9,419,0,0.2720748111605644,0,0.2720748111605644,1,0.6244830824434757,6,3,0,0,2.1252611503005028,1.4292708709836006,21.0,0.0,39.75,14.133333333333333,0.7055778335779905,0.4667466562241316,0.12032777650959113,1.0,0.42452830188679247,0.0,0.42452830188679247,0.37460534196382145,0.10292101515246169,6,0,2,0,1,0,0
1926,ENG-Premier League,2425,Ipswich,jacob greaves,1,2024,285,12745,D,25,2208,1,1.4357987744733691,1,1.4357987744733691,0,0.22600556816905737,10,6,5,0,3.7184569966048002,3.5594952162355185,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
363,ENG-Premier League,2122,Newcastle United,jacob murphy,1,2021,86,6063,D F M S,33,1418,1,2.588163224980235,1,2.588163224980235,2,2.386162133421749,27,20,4,0,6.965943414252251,2.7634960813447833,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
927,ENG-Premier League,2223,Newcastle United,jacob murphy,1,2022,86,6063,F S,36,1215,4,3.6970865204930305,4,3.6970865204930305,2,2.6827865578234196,29,20,0,0,10.11375443264842,4.066189099103212,11.0,0.0,42.96969696969697,15.755555555555556,-1.588163224980235,-1.588163224980235,0.09585789722149018,0.0,0.06346967559943582,0.12693935119887165,0.19040902679830746,0.16426988028788514,0.1514489365359361,1,0,3,0,0,1,0
1496,ENG-Premier League,2324,Newcastle United,jacob murphy,1,2023,86,6063,D F M S,21,1216,3,2.8978680092841387,3,2.8978680092841387,7,5.225788880139589,30,31,1,0,11.551701165735722,4.93473332002759,4.0,1.0,33.75,13.5,0.30291347950696945,0.30291347950696945,0.12748574208596658,0.0,0.2962962962962963,0.14814814814814814,0.4444444444444444,0.2738582607772615,0.1987249302091422,4,1,3,0,0,1,0
2061,ENG-Premier League,2425,Newcastle United,jacob murphy,1,2024,86,6063,D F M S,35,2443,8,6.590988090261817,8,6.590988090261817,11,9.341311557218432,43,41,4,0,18.842034708708525,4.910585891455412,7.0,0.0,57.904761904761905,13.511111111111111,0.10213199071586132,0.10213199071586132,0.09659560030947129,0.0,0.22203947368421054,0.5180921052631579,0.7401315789473684,0.21448036252925368,0.38677713751033144,3,4,3,0,0,1,0
2541,ENG-Premier League,2526,Newcastle United,jacob murphy,1,2025,86,6063,F S,10,590,2,2.1656143125146627,2,2.1656143125146627,1,1.0306947510689497,26,6,0,0,3.47651469707489,1.0207075234502554,15.0,1.0,69.8,27.144444444444446,1.409011909738183,1.409011909738183,0.15327879279678644,0.0,0.2947196070405239,0.4052394596807204,0.6999590667212443,0.242811677496342,0.34413345892331515,8,3,3,0,0,1,0
38,ENG-Premier League,2122,Aston Villa,jacob ramsey,1,2021,71,8941,F M S,34,2493,6,3.8228819873183966,6,3.8228819873183966,1,2.036960480734706,34,21,6,0,11.246643111109734,6.333872018381953,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
574,ENG-Premier League,2223,Aston Villa,jacob ramsey,1,2022,71,8941,M S,35,2675,6,5.228078290820122,6,5.228078290820122,7,5.728406075388193,33,42,5,0,14.287118025124073,6.712041646242142,14.0,0.0,73.32352941176471,27.7,2.1771180126816034,2.1771180126816034,0.1124377055093646,0.0,0.21660649819494585,0.036101083032490974,0.2527075812274368,0.13801018004759555,0.07353647944890636,6,0,2,0,1,0,0
1126,ENG-Premier League,2324,Aston Villa,jacob ramsey,1,2023,71,8941,M S,16,824,1,2.316869243979454,1,2.316869243979454,1,0.9168627075850964,19,9,2,0,5.194736570119858,2.25878119841218,7.0,1.0,76.42857142857143,29.72222222222222,0.7719217091798782,0.7719217091798782,0.15842661487333703,0.0,0.20186915887850468,0.23551401869158878,0.4373831775700935,0.17589796118647139,0.1927314193588551,6,6,2,0,1,0,0
1696,ENG-Premier League,2425,Aston Villa,jacob ramsey,1,2024,71,8941,F M S,29,1665,1,1.4540390092879534,1,1.4540390092879534,3,2.891221077181399,19,21,2,1,9.212930692359805,5.757394967600703,4.0,1.0,51.5,9.155555555555555,-1.316869243979454,-1.316869243979454,0.12194048652523443,0.0,0.1092233009708738,0.1092233009708738,0.2184466019417476,0.25305610674532875,0.10014277145953723,1,6,3,0,0,1,0
2542,ENG-Premier League,2526,Newcastle United,jacob ramsey,1,2025,86,8941,M S,5,180,0,0.05618707090616226,0,0.05618707090616226,0,0.31027666106820107,1,6,1,0,0.4418035950511694,0.3313862457871437,15.0,1.0,57.41379310344828,18.5,-0.4540390092879534,-0.4540390092879534,0.07652836890989229,0.0,0.05405405405405406,0.16216216216216217,0.21621621621621623,0.07859670320475423,0.15628222038818373,1,1,2,0,1,0,0
390,ENG-Premier League,2122,Norwich,jacob sørensen,1,2021,79,9748,D M S,10,595,0,0.1915943929925561,0,0.1915943929925561,0,0.0,5,0,0,0,0.5175428995862603,0.5074065998196602,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
39,ENG-Premier League,2122,Aston Villa,jaden philogene-bidace,1,2021,71,9415,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1127,ENG-Premier League,2324,Aston Villa,jaden philogene-bidace,1,2023,71,9415,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.10713136941194534,0.10713136941194534,7.0,1.0,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1697,ENG-Premier League,2425,Aston Villa,jaden philogene-bidace,1,2024,71,9415,D M S,21,786,2,2.795140001922846,2,2.795140001922846,0,0.33318939432501793,19,6,3,1,3.0547380689531565,1.6042765881866217,4.0,1.0,1.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
340,ENG-Premier League,2122,Manchester United,jadon sancho,1,2021,89,6345,F M S,29,1891,3,4.233039932325482,3,4.233039932325482,3,4.078670029528439,26,42,0,0,12.360889784991741,5.444499511271715,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
907,ENG-Premier League,2223,Manchester United,jadon sancho,1,2022,89,6345,F M S,26,1710,6,3.7890949305146933,6,3.7890949305146933,3,4.790035545825958,21,43,0,0,15.047371318563819,7.7076081950217485,6.0,1.0,65.20689655172414,21.011111111111113,-1.2330399323254824,-1.2330399323254824,0.1628092281663647,0.0,0.1427815970386039,0.1427815970386039,0.2855631940772078,0.2014667339552054,0.1941196735365201,3,0,3,0,0,1,0
1470,ENG-Premier League,2324,Manchester United,jadon sancho,1,2023,89,6345,S,3,68,0,0.0,0,0.0,0,0.12816749513149261,0,1,0,0,0.2712413966655731,0.1430738866329193,3.0,1.0,65.76923076923077,19.0,2.2109050694853067,2.2109050694853067,0.1804330919292711,0.0,0.3157894736842105,0.15789473684210525,0.47368421052631576,0.19942604897445754,0.2521071339908399,6,3,4,0,0,0,1
1808,ENG-Premier League,2425,Chelsea,jadon sancho,1,2024,80,6345,M S,31,1760,3,2.4174315705895424,3,2.4174315705895424,4,4.314331844449043,24,39,2,0,10.85904686525464,5.599680565297604,6.0,1.0,22.666666666666668,0.7555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16963344943874023,0,6,2,0,1,0,0
2256,ENG-Premier League,2526,Aston Villa,jadon sancho,1,2025,71,6345,S,4,77,0,0.48948914743959904,0,0.48948914743959904,0,0.12621085345745087,4,2,0,0,0.670113630592823,0.18062446638941765,2.0,1.0,56.774193548387096,19.555555555555557,0.5825684294104576,0.5825684294104576,0.10072631544123094,0.0,0.15340909090909088,0.20454545454545453,0.3579545454545454,0.1236186598596925,0.2206192420456897,3,0,4,0,0,0,1
2001,ENG-Premier League,2425,Manchester City,jahmai simpson-pusey,1,2024,88,13185,D S,2,94,0,0.0,0,0.0,0,0.0,0,0,1,0,1.0117364432662725,1.0117364432662725,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
601,ENG-Premier League,2223,Bournemouth,jaidon anthony,1,2022,73,10746,D M S,30,1204,3,1.7566156624816358,3,1.7566156624816358,1,0.9099286124110222,21,12,2,0,3.6877835537306964,2.180652843788266,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1159,ENG-Premier League,2324,Bournemouth,jaidon anthony,1,2023,73,10746,M S,3,153,0,0.07687148451805115,0,0.07687148451805115,0,0.0,2,0,1,0,0.15334434807300568,0.07647287100553513,15.0,0.0,40.13333333333333,13.377777777777778,1.2433843375183642,1.2433843375183642,0.0836483648800779,0.0,0.22425249169435216,0.07475083056478406,0.29900332225913623,0.13130847975361065,0.06801791953238538,3,0,2,0,1,0,0
2346,ENG-Premier League,2526,Burnley,jaidon anthony,1,2025,92,10746,M,11,914,4,2.3945667445659637,4,2.3945667445659637,1,0.4326093755662441,14,11,3,0,3.8155479431152344,1.3198428936302662,21.0,0.0,51.0,1.7,-0.07687148451805115,-0.07687148451805115,0.038435742259025574,0.0,0.0,0.0,0.0,0.04521852030473597,0.0,0,3,2,0,1,0,0
2565,ENG-Premier League,2526,Nottingham Forest,jair,1,2025,249,13779,D,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
166,ENG-Premier League,2122,Crystal Palace,jairo riedewald,1,2021,78,6027,M S,3,112,0,0.0,0,0.0,0,0.05362439900636673,0,2,0,0,0.7066323831677437,0.6811745837330818,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
708,ENG-Premier League,2223,Crystal Palace,jairo riedewald,1,2022,78,6027,S,6,50,0,0.053897131234407425,0,0.053897131234407425,0,0.0,1,0,0,0,0.05494070053100586,0.05494070053100586,12.0,0.0,37.333333333333336,1.2444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043091034915830405,0,0,4,0,0,0,1
1305,ENG-Premier League,2324,Crystal Palace,jairo riedewald,1,2023,78,6027,M S,9,219,0,0.05936440825462341,0,0.05936440825462341,0,0.0,1,0,0,0,1.6596563309431076,1.6002919226884842,11.0,0.0,8.333333333333334,0.5555555555555556,-0.053897131234407425,-0.053897131234407425,0.053897131234407425,0.0,0.0,0.0,0.0,0.09701483622193335,0.0,0,0,2,0,1,0,0
2456,ENG-Premier League,2526,Leeds,jaka bijol,1,2025,245,6807,D,3,266,0,0.0,0,0.0,0,0.12537430226802826,0,1,0,0,0.7964177560061216,0.6710434388369322,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1949,ENG-Premier League,2425,Leicester,jake evans,1,2024,75,13585,S,4,12,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1870,ENG-Premier League,2425,Everton,jake o'brien,1,2024,72,12014,D S,20,1561,2,1.219971727579832,2,1.219971727579832,0,0.6676564291119576,6,6,5,0,4.743709594011307,3.924726217985153,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
2413,ENG-Premier League,2526,Everton,jake o'brien,1,2025,72,12014,D S,11,880,0,0.30546626821160316,0,0.30546626821160316,0,0.11351531650871038,5,3,0,0,2.1895023621618748,2.0298170782625675,8.0,0.0,78.05,17.344444444444445,0.7800282724201679,0.7800282724201679,0.20332862126330534,0.0,0.11531069827033952,0.0,0.11531069827033952,0.07033789588865143,0.038493964522790636,2,0,1,1,0,0,0
550,ENG-Premier League,2223,Arsenal,jakub kiwior,1,2022,83,10012,D S,7,426,1,0.09843707829713821,1,0.09843707829713821,0,0.027377869933843613,1,1,0,0,2.2725219037383795,2.245144000276923,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1104,ENG-Premier League,2324,Arsenal,jakub kiwior,1,2023,83,10012,D S,20,953,1,1.1961752735078335,1,1.1961752735078335,3,0.9080287516117096,6,6,1,0,5.180064149200916,3.9905764758586884,2.0,1.0,60.857142857142854,4.733333333333333,0.9015629217028618,0.9015629217028618,0.09843707829713821,0.0,0.2112676056338028,0.0,0.2112676056338028,0.020796565837423567,0.00578405702827682,1,0,1,1,0,0,0
1669,ENG-Premier League,2425,Arsenal,jakub kiwior,1,2024,83,10012,D S,17,1102,1,0.21434792131185532,1,0.21434792131185532,0,0.5097704380750656,3,5,1,0,3.440646205097437,3.275878395885229,2.0,1.0,47.65,10.588888888888889,-0.19617527350783348,-0.19617527350783348,0.19936254558463892,0.0,0.0944386149003148,0.2833158447009444,0.3777544596012592,0.11296513600808501,0.08575297759187184,1,1,1,1,0,0,0
94,ENG-Premier League,2122,Brighton,jakub moder,1,2021,220,9284,D F M S,28,1709,0,3.1035482864826918,0,3.1035482864826918,3,2.5826615393161774,28,16,1,0,7.955996491014957,3.4272286519408226,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
1218,ENG-Premier League,2324,Brighton,jakub moder,1,2023,220,9284,D M S,17,586,0,0.8932432122528553,0,0.8932432122528553,0,0.7571170665323734,11,5,2,0,2.4987766928970814,1.1246388629078865,6.0,1.0,61.035714285714285,18.988888888888887,-3.1035482864826918,-3.1035482864826918,0.1108410102315247,0.0,0.0,0.1579871269748391,0.1579871269748391,0.16344022573636177,0.13600909218165944,0,0,2,0,1,0,0
1786,ENG-Premier League,2425,Brighton,jakub moder,1,2024,220,9284,S,4,4,0,0.0,0,0.0,0,0.2036565337330103,0,3,0,0,0.13312120735645294,0.0772198848426342,11.0,0.0,34.470588235294116,6.511111111111111,-0.8932432122528553,-0.8932432122528553,0.08120392838662321,0.0,0.0,0.0,0.0,0.13718752406613818,0.11628077813637135,0,0,4,0,0,0,1
1950,ENG-Premier League,2425,Leicester,jakub stolarczyk,1,2024,75,13301,GK,10,900,0,0.0,0,0.0,0,0.0,0,0,1,0,1.888207919895649,1.888207919895649,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
364,ENG-Premier League,2122,Newcastle United,jamaal lascelles,1,2021,86,766,D S,26,2052,1,1.3373388117179275,1,1.3373388117179275,0,0.23165089450776577,17,4,5,0,1.4465576093643904,1.4465576093643904,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
928,ENG-Premier League,2223,Newcastle United,jamaal lascelles,1,2022,86,766,D S,7,200,0,0.12024039402604103,0,0.12024039402604103,0,0.0,2,0,2,0,0.3834709972143173,0.3834709972143173,11.0,0.0,78.92307692307692,22.8,-0.33733881171792746,-0.33733881171792746,0.07866698892458397,0.0,0.043859649122807015,0.0,0.043859649122807015,0.058655211040259975,0.01016012695209499,1,0,1,1,0,0,0
1497,ENG-Premier League,2324,Newcastle United,jamaal lascelles,1,2023,86,766,D S,16,1072,1,1.0759279876947403,1,1.0759279876947403,0,0.036406565457582474,6,2,4,0,3.6166847310960293,3.5107219703495502,4.0,1.0,28.571428571428573,2.2222222222222223,-0.12024039402604103,-0.12024039402604103,0.060120197013020515,0.0,0.0,0.0,0.0,0.054108177311718464,0.0,0,1,1,1,0,0,0
2543,ENG-Premier League,2526,Newcastle United,jamaal lascelles,1,2025,86,766,S,2,8,0,0.0783025473356247,0,0.0783025473356247,0,0.0,1,0,0,0,0.0,0.0,15.0,1.0,67.0,11.911111111111111,-0.0759279876947403,-0.0759279876947403,0.17932133128245673,0.0,0.08395522388059701,0.0,0.08395522388059701,0.09032977508631215,0.003056521353714946,1,0,4,0,0,0,1
365,ENG-Premier League,2122,Newcastle United,jamal lewis,1,2021,86,7691,D S,5,261,0,0.0,0,0.0,0,0.02689019963145256,0,1,1,0,0.2706953976303339,0.24380519799888134,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
929,ENG-Premier League,2223,Newcastle United,jamal lewis,1,2022,86,7691,S,2,4,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,11.0,0.0,52.2,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009272482631535366,0,0,4,0,0,0,1
602,ENG-Premier League,2223,Bournemouth,jamal lowe,1,2022,73,10865,S,2,9,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
985,ENG-Premier League,2223,Southampton,james bree,1,2022,74,11359,D S,5,373,0,0.014379559084773064,0,0.014379559084773064,0,0.17823199555277824,1,4,1,0,0.39735088124871254,0.230254914611578,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
2112,ENG-Premier League,2425,Southampton,james bree,1,2024,74,11359,D S,17,1077,0,0.10935381054878235,0,0.10935381054878235,1,1.0717255100607872,4,9,0,0,3.7004061806946993,3.000851457938552,21.0,0.0,74.6,4.144444444444445,-0.014379559084773064,-0.014379559084773064,0.014379559084773064,0.0,0.0,0.0,0.0,0.003469598706781704,0.04300503914142102,0,0,1,1,0,0,0
743,ENG-Premier League,2223,Everton,james garner,1,2022,72,7438,D M S,16,777,0,0.8283093441277742,0,0.8283093441277742,1,0.4450816921889782,9,7,3,0,1.719324741512537,0.9061288554221392,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1336,ENG-Premier League,2324,Everton,james garner,1,2023,72,7438,M S,37,3016,1,2.2248211354017258,1,2.2248211354017258,2,5.287607742473483,41,43,7,0,9.332132609561086,5.183267613872886,17.0,0.0,48.5625,8.633333333333333,-0.8283093441277742,-0.8283093441277742,0.0920343715697527,0.0,0.0,0.11583011583011583,0.11583011583011583,0.09594316727348737,0.05155386396011331,0,0,2,0,1,0,0
1871,ENG-Premier League,2425,Everton,james garner,1,2024,72,7438,D M S,21,1603,0,0.6001764945685863,0,0.6001764945685863,1,1.2151244198903441,12,12,5,0,5.435937132686377,4.616085112094879,12.0,0.0,81.51351351351352,33.51111111111111,-1.2248211354017258,-1.2248211354017258,0.05426393013174941,0.0,0.029840848806366047,0.05968169761273209,0.08952254641909814,0.06639055112273054,0.1577867031905217,1,0,2,0,1,0,0
2414,ENG-Premier League,2526,Everton,james garner,1,2025,72,7438,D M,11,990,1,0.8254898879677057,1,0.8254898879677057,1,1.214849527925253,20,11,4,0,3.8669974878430367,3.2813875200226903,8.0,0.0,76.33333333333333,17.81111111111111,-0.6001764945685863,-0.6001764945685863,0.05001470788071553,0.0,0.0,0.056144728633811605,0.056144728633811605,0.033696746419945585,0.06822283081106112,0,1,2,0,1,0,0
1160,ENG-Premier League,2324,Bournemouth,james hill,1,2023,73,10747,D S,5,74,0,0.0,0,0.0,0,0.0,0,0,0,0,0.14408478140830994,0.14408478140830994,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1725,ENG-Premier League,2425,Bournemouth,james hill,1,2024,73,10747,D S,10,458,0,0.19451502338051796,0,0.19451502338051796,1,0.3440760616213083,6,3,1,0,2.397958781570196,2.091702576726675,13.0,0.0,14.8,0.8222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
2283,ENG-Premier League,2526,Bournemouth,james hill,1,2025,73,10747,D S,7,275,0,0.07453581970185041,0,0.07453581970185041,0,0.0,2,0,1,0,0.2208996368572116,0.21224242448806763,3.0,0.0,45.8,5.088888888888889,-0.19451502338051796,-0.19451502338051796,0.03241917056341966,0.0,0.0,0.19650655021834063,0.19650655021834063,0.038223476210145456,0.06761319988191648,0,0,1,1,0,0,0
253,ENG-Premier League,2122,Leicester,james justin,1,2021,75,7753,D S,13,993,0,0.5318179950118065,0,0.5318179950118065,0,0.8498176038265228,5,9,0,0,5.432251468300819,4.53668899089098,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
822,ENG-Premier League,2223,Leicester,james justin,1,2022,75,7753,D,14,1257,0,0.14484700188040733,0,0.14484700188040733,0,0.30565660260617733,5,7,0,0,3.2727428637444973,2.8895581662654877,8.0,0.0,76.38461538461539,11.033333333333333,-0.5318179950118065,-0.5318179950118065,0.1063635990023613,0.0,0.0,0.0,0.0,0.04820102673823019,0.07702274354923168,0,0,1,1,0,0,0
1951,ENG-Premier League,2425,Leicester,james justin,1,2024,75,7753,D S,36,2937,2,2.046646734699607,2,2.046646734699607,2,0.9606930930167437,25,15,6,0,6.922428992576897,5.915292138233781,21.0,0.0,89.78571428571429,13.966666666666667,-0.14484700188040733,-0.14484700188040733,0.028969400376081467,0.0,0.0,0.0,0.0,0.01037090705587642,0.02188472095032296,0,0,1,1,0,0,0
2457,ENG-Premier League,2526,Leeds,james justin,1,2025,245,7753,S,5,70,0,0.0,0,0.0,0,0.0,0,0,1,0,0.137452632188797,0.137452632188797,21.0,0.0,81.58333333333333,32.63333333333333,-0.046646734699606895,-0.046646734699606895,0.08186586938798428,0.0,0.06128702757916241,0.06128702757916241,0.12257405515832483,0.06271644743716875,0.029439012043414006,2,0,4,0,0,0,1
254,ENG-Premier League,2122,Leicester,james maddison,1,2021,75,6818,F M S,35,2480,12,6.496711893007159,12,6.496711893007159,8,5.6742051569744945,72,48,3,0,14.606812160462141,5.826918383128941,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
